category,amount,frequency_deviation,day_of_month,is_weekend,is_anomaly,note
rent,31988.5,1.61,13,1,0,Normal transaction in rent
other,5102.69,0.6,20,1,0,Normal transaction in other
education,15920.56,1.22,24,0,0,Normal transaction in education
education,505.33,0.23,3,0,0,Normal transaction in education
shopping,65883.33,5.46,6,1,1,Unusual high spike in shopping
other,616.45,1.34,21,0,0,Normal transaction in other
shopping,11099.49,1.67,2,0,0,Normal transaction in shopping
entertainment,263.75,1.71,26,1,0,Normal transaction in entertainment
transport,3004.72,1.15,4,1,0,Normal transaction in transport
entertainment,2784.0,1.73,12,1,0,Normal transaction in entertainment
other,3880.25,0.21,9,0,0,Normal transaction in other
entertainment,2977.74,0.37,12,0,0,Normal transaction in entertainment
shopping,13965.13,1.13,14,0,0,Normal transaction in shopping
transport,3434.1,0.58,19,0,0,Normal transaction in transport
health,6276.28,1.39,16,0,0,Normal transaction in health
other,508.98,1.32,4,1,0,Normal transaction in other
food,3395.29,1.48,24,1,0,Normal transaction in food
shopping,820.97,1.27,6,1,0,Normal transaction in shopping
other,2807.34,1.77,19,0,0,Normal transaction in other
other,268.33,1.29,9,0,0,Normal transaction in other
food,3490.49,1.01,23,1,0,Normal transaction in food
other,1153.46,0.34,23,1,0,Normal transaction in other
rent,32118.31,0.62,24,0,0,Normal transaction in rent
health,4420.16,1.54,26,1,0,Normal transaction in health
health,2504.6,0.52,22,1,0,Normal transaction in health
health,4875.54,0.76,22,0,0,Normal transaction in health
education,2990.61,0.67,17,1,0,Normal transaction in education
rent,27867.07,0.73,4,1,0,Normal transaction in rent
education,23335.73,1.37,4,0,0,Normal transaction in education
other,4832.97,1.54,28,0,0,Normal transaction in other
transport,1817.36,0.79,5,1,0,Normal transaction in transport
entertainment,1445.42,1.41,24,1,0,Normal transaction in entertainment
food,1044.79,0.5,14,1,0,Normal transaction in food
health,3549.24,0.22,9,1,0,Normal transaction in health
education,18922.63,0.65,12,0,0,Normal transaction in education
transport,2088.34,1.38,19,0,0,Normal transaction in transport
shopping,4981.07,1.6,25,0,0,Normal transaction in shopping
shopping,3304.12,1.37,17,0,0,Normal transaction in shopping
other,3710.23,1.27,13,0,0,Normal transaction in other
rent,27717.57,1.05,3,1,0,Normal transaction in rent
education,22964.74,1.53,5,1,0,Normal transaction in education
shopping,11563.37,0.39,20,1,0,Normal transaction in shopping
shopping,16622.05,1.27,21,0,0,Normal transaction in shopping
rent,17845.02,1.59,9,0,0,Normal transaction in rent
education,7450.5,0.99,5,1,0,Normal transaction in education
transport,1852.36,0.98,17,1,0,Normal transaction in transport
food,2843.21,1.57,5,1,0,Normal transaction in food
rent,12867.16,0.41,20,0,0,Normal transaction in rent
other,2703.69,1.22,18,1,0,Normal transaction in other
entertainment,731.22,1.49,26,1,0,Normal transaction in entertainment
shopping,16598.36,0.67,16,0,0,Normal transaction in shopping
other,638.8,0.7,28,0,0,Normal transaction in other
health,2115.62,0.82,13,1,0,Normal transaction in health
education,10516.22,1.58,25,1,0,Normal transaction in education
education,11320.65,0.94,23,1,0,Normal transaction in education
shopping,6605.65,1.05,25,0,0,Normal transaction in shopping
other,35374.83,5.55,26,0,1,Unusual high spike in other
transport,991.12,1.41,19,1,0,Normal transaction in transport
other,4009.98,1.39,8,1,0,Normal transaction in other
food,2063.3,1.09,13,1,0,Normal transaction in food
health,4935.78,1.27,1,1,0,Normal transaction in health
shopping,12620.29,0.91,22,1,0,Normal transaction in shopping
shopping,8195.11,1.3,2,0,0,Normal transaction in shopping
transport,4055.55,0.28,28,1,0,Normal transaction in transport
entertainment,1791.3,0.66,24,0,0,Normal transaction in entertainment
education,13061.18,0.33,26,1,0,Normal transaction in education
shopping,9147.43,0.21,19,1,0,Normal transaction in shopping
rent,25279.91,0.59,3,1,0,Normal transaction in rent
health,3259.62,1.27,20,0,0,Normal transaction in health
rent,9885.56,1.59,20,1,0,Normal transaction in rent
transport,3150.95,0.91,26,0,0,Normal transaction in transport
food,306.43,1.4,16,1,0,Normal transaction in food
shopping,8907.12,0.34,27,1,0,Normal transaction in shopping
transport,1833.38,1.53,24,0,0,Normal transaction in transport
education,22225.84,0.64,8,0,0,Normal transaction in education
transport,2078.05,1.47,17,1,0,Normal transaction in transport
entertainment,2092.05,1.14,27,1,0,Normal transaction in entertainment
transport,2088.39,0.92,1,0,0,Normal transaction in transport
shopping,1193.04,0.36,12,0,0,Normal transaction in shopping
other,2136.65,0.32,8,0,0,Normal transaction in other
food,1180.39,1.58,22,1,0,Normal transaction in food
other,3351.27,1.66,15,1,0,Normal transaction in other
health,5783.72,0.55,17,0,0,Normal transaction in health
rent,31064.47,1.29,8,0,0,Normal transaction in rent
rent,31888.76,1.37,15,1,0,Normal transaction in rent
education,5895.65,0.84,26,1,0,Normal transaction in education
food,1284.93,1.67,19,1,0,Normal transaction in food
education,7743.37,1.64,13,1,0,Normal transaction in education
health,5758.12,1.47,5,0,0,Normal transaction in health
shopping,3784.74,1.41,11,0,0,Normal transaction in shopping
other,37589.09,4.94,17,0,1,Unusual high spike in other
transport,949.83,0.91,22,0,0,Normal transaction in transport
shopping,2787.31,0.9,18,0,0,Normal transaction in shopping
rent,213664.57,6.95,15,0,1,Unusual high spike in rent
shopping,5873.42,1.21,2,1,0,Normal transaction in shopping
other,3056.08,1.32,27,1,0,Normal transaction in other
entertainment,1108.14,0.56,19,1,0,Normal transaction in entertainment
entertainment,2063.58,1.29,18,0,0,Normal transaction in entertainment
entertainment,9378.82,4.59,17,1,1,Unusual high spike in entertainment
education,9835.99,0.86,1,1,0,Normal transaction in education
food,22085.12,5.27,1,0,1,Unusual high spike in food
other,4641.31,0.27,1,1,0,Normal transaction in other
shopping,5119.69,0.64,27,1,0,Normal transaction in shopping
food,457.65,1.23,17,0,0,Normal transaction in food
other,5210.42,0.63,18,1,0,Normal transaction in other
transport,3718.63,0.34,21,1,0,Normal transaction in transport
entertainment,1314.93,0.73,17,1,0,Normal transaction in entertainment
education,3561.37,0.33,11,1,0,Normal transaction in education
education,13061.68,0.3,6,1,0,Normal transaction in education
entertainment,1903.62,0.74,15,0,0,Normal transaction in entertainment
education,14632.31,0.44,21,1,0,Normal transaction in education
education,9066.76,0.59,24,0,0,Normal transaction in education
education,4781.98,1.3,11,0,0,Normal transaction in education
other,657.21,1.74,23,0,0,Normal transaction in other
education,6362.16,0.7,11,1,0,Normal transaction in education
food,2682.37,1.4,25,1,0,Normal transaction in food
other,3791.4,0.68,18,0,0,Normal transaction in other
shopping,13338.16,1.29,17,0,0,Normal transaction in shopping
entertainment,1562.66,1.33,16,0,0,Normal transaction in entertainment
rent,38089.49,1.29,28,0,0,Normal transaction in rent
education,97812.63,6.26,20,1,1,Unusual high spike in education
transport,2950.73,1.53,3,0,0,Normal transaction in transport
shopping,16560.25,0.87,24,1,0,Normal transaction in shopping
rent,42160.35,1.23,15,0,0,Normal transaction in rent
health,750.48,1.12,11,1,0,Normal transaction in health
rent,33740.99,0.57,16,0,0,Normal transaction in rent
food,2914.81,1.45,12,0,0,Normal transaction in food
other,3615.68,0.73,3,1,0,Normal transaction in other
other,1510.4,1.04,7,0,0,Normal transaction in other
other,5160.48,1.42,4,0,0,Normal transaction in other
rent,26555.28,0.56,12,1,0,Normal transaction in rent
transport,2316.14,0.58,3,1,0,Normal transaction in transport
health,3862.86,0.9,9,0,0,Normal transaction in health
food,926.67,0.68,6,1,0,Normal transaction in food
other,24898.64,4.99,10,0,1,Unusual high spike in other
transport,1681.69,0.35,19,1,0,Normal transaction in transport
other,3073.16,1.72,10,0,0,Normal transaction in other
food,1614.49,0.37,9,1,0,Normal transaction in food
health,4168.18,0.72,9,0,0,Normal transaction in health
food,2631.63,1.08,22,1,0,Normal transaction in food
food,1772.05,0.61,22,0,0,Normal transaction in food
shopping,12548.59,0.45,21,0,0,Normal transaction in shopping
rent,12500.44,0.87,19,0,0,Normal transaction in rent
transport,2067.38,0.98,24,1,0,Normal transaction in transport
shopping,4368.67,1.61,8,1,0,Normal transaction in shopping
other,1539.13,1.13,11,0,0,Normal transaction in other
shopping,8167.94,1.55,13,0,0,Normal transaction in shopping
food,3079.56,0.94,4,1,0,Normal transaction in food
education,21466.61,1.05,13,1,0,Normal transaction in education
health,1772.71,1.27,22,0,0,Normal transaction in health
shopping,10848.42,0.82,25,0,0,Normal transaction in shopping
transport,4106.36,0.98,18,0,0,Normal transaction in transport
education,6944.56,0.28,18,0,0,Normal transaction in education
health,1674.9,1.39,14,0,0,Normal transaction in health
shopping,17056.82,0.8,24,0,0,Normal transaction in shopping
education,5038.28,1.2,14,0,0,Normal transaction in education
transport,508.02,1.18,1,0,0,Normal transaction in transport
transport,333.34,0.33,26,0,0,Normal transaction in transport
food,1499.89,1.16,24,1,0,Normal transaction in food
education,4142.65,0.39,4,0,0,Normal transaction in education
transport,2016.55,0.8,8,0,0,Normal transaction in transport
other,4482.56,0.71,20,1,0,Normal transaction in other
shopping,14610.45,1.05,20,0,0,Normal transaction in shopping
rent,38912.9,1.63,5,0,0,Normal transaction in rent
health,4615.32,0.7,19,0,0,Normal transaction in health
education,14081.77,1.54,2,0,0,Normal transaction in education
entertainment,930.22,1.36,17,1,0,Normal transaction in entertainment
health,1119.45,1.49,24,1,0,Normal transaction in health
entertainment,1778.34,1.61,17,0,0,Normal transaction in entertainment
health,6520.15,1.09,4,0,0,Normal transaction in health
transport,480.31,1.4,3,0,0,Normal transaction in transport
health,40710.29,6.86,19,1,1,Unusual high spike in health
shopping,49652.21,3.14,28,1,1,Unusual high spike in shopping
food,3188.06,1.3,26,1,0,Normal transaction in food
shopping,4790.84,0.52,25,1,0,Normal transaction in shopping
rent,6608.35,1.23,3,1,0,Normal transaction in rent
shopping,14137.13,0.49,28,0,0,Normal transaction in shopping
shopping,6818.32,0.68,2,0,0,Normal transaction in shopping
shopping,3316.65,0.98,16,1,0,Normal transaction in shopping
shopping,2089.07,0.71,27,0,0,Normal transaction in shopping
education,9434.56,1.45,24,0,0,Normal transaction in education
food,2144.01,0.33,7,0,0,Normal transaction in food
health,5723.28,1.36,8,0,0,Normal transaction in health
health,1063.54,0.46,2,1,0,Normal transaction in health
transport,955.67,1.01,19,1,0,Normal transaction in transport
health,28644.5,5.63,16,1,1,Unusual high spike in health
shopping,15939.46,1.42,17,0,0,Normal transaction in shopping
health,5136.53,1.69,9,1,0,Normal transaction in health
entertainment,2064.19,0.99,7,1,0,Normal transaction in entertainment
education,16127.38,0.86,4,0,0,Normal transaction in education
rent,24328.07,1.27,1,1,0,Normal transaction in rent
transport,3396.29,0.73,6,1,0,Normal transaction in transport
shopping,54043.72,6.25,5,0,1,Unusual high spike in shopping
education,12229.24,1.24,14,1,0,Normal transaction in education
food,162.53,1.47,11,0,0,Normal transaction in food
other,1212.15,1.19,11,1,0,Normal transaction in other
other,1661.06,1.21,26,1,0,Normal transaction in other
rent,7682.06,1.17,3,0,0,Normal transaction in rent
food,1401.09,0.67,13,0,0,Normal transaction in food
other,1352.13,1.28,20,1,0,Normal transaction in other
health,3364.97,1.11,8,1,0,Normal transaction in health
education,15099.49,1.47,23,1,0,Normal transaction in education
entertainment,1469.75,0.48,10,1,0,Normal transaction in entertainment
shopping,16385.42,0.58,7,0,0,Normal transaction in shopping
rent,5444.79,0.37,1,1,0,Normal transaction in rent
education,8815.5,0.88,28,0,0,Normal transaction in education
shopping,9917.98,0.2,13,1,0,Normal transaction in shopping
transport,3070.24,0.5,21,0,0,Normal transaction in transport
transport,2054.98,1.41,25,1,0,Normal transaction in transport
transport,2229.52,0.72,13,0,0,Normal transaction in transport
education,12465.82,0.33,11,0,0,Normal transaction in education
entertainment,2439.02,0.9,20,1,0,Normal transaction in entertainment
food,1762.67,1.62,3,1,0,Normal transaction in food
rent,23346.87,0.26,16,1,0,Normal transaction in rent
shopping,16984.98,0.44,15,0,0,Normal transaction in shopping
transport,963.93,0.39,10,0,0,Normal transaction in transport
shopping,13046.21,1.46,10,1,0,Normal transaction in shopping
shopping,594.4,1.3,8,0,0,Normal transaction in shopping
shopping,10027.15,0.45,22,1,0,Normal transaction in shopping
transport,58.86,1.48,14,1,0,Normal transaction in transport
food,348.22,1.36,14,0,0,Normal transaction in food
food,272.74,1.61,27,0,0,Normal transaction in food
other,4098.35,1.48,9,1,0,Normal transaction in other
rent,33240.65,1.31,8,1,0,Normal transaction in rent
health,3452.54,1.38,24,0,0,Normal transaction in health
health,37933.5,4.3,27,1,1,Unusual high spike in health
education,10983.19,1.71,18,0,0,Normal transaction in education
shopping,10417.76,1.17,13,1,0,Normal transaction in shopping
entertainment,2974.56,0.82,25,0,0,Normal transaction in entertainment
shopping,6135.49,0.49,3,1,0,Normal transaction in shopping
transport,4154.33,1.3,11,1,0,Normal transaction in transport
transport,1956.67,1.08,7,1,0,Normal transaction in transport
food,1190.48,1.6,13,0,0,Normal transaction in food
entertainment,1541.05,1.26,5,0,0,Normal transaction in entertainment
health,4939.0,1.71,1,1,0,Normal transaction in health
other,2457.99,1.18,9,1,0,Normal transaction in other
transport,2291.01,1.07,26,1,0,Normal transaction in transport
shopping,96804.95,3.19,21,1,1,Unusual high spike in shopping
transport,1027.76,0.5,4,1,0,Normal transaction in transport
entertainment,1355.11,1.71,12,0,0,Normal transaction in entertainment
transport,1714.12,0.72,28,1,0,Normal transaction in transport
other,3011.77,0.33,9,0,0,Normal transaction in other
health,7172.32,1.54,25,0,0,Normal transaction in health
food,149.08,0.88,5,0,0,Normal transaction in food
transport,1691.21,0.88,13,0,0,Normal transaction in transport
other,1301.4,1.23,23,0,0,Normal transaction in other
health,6204.54,1.72,14,1,0,Normal transaction in health
education,9488.42,0.29,28,0,0,Normal transaction in education
education,16631.69,1.16,10,0,0,Normal transaction in education
health,28418.09,3.61,8,0,1,Unusual high spike in health
health,567.88,1.43,12,1,0,Normal transaction in health
shopping,16579.1,1.24,10,1,0,Normal transaction in shopping
education,10093.03,0.45,17,0,0,Normal transaction in education
education,11874.84,0.57,27,1,0,Normal transaction in education
education,24244.19,1.18,8,1,0,Normal transaction in education
education,9260.99,1.61,22,0,0,Normal transaction in education
shopping,8597.94,0.71,10,0,0,Normal transaction in shopping
health,7966.05,0.94,18,1,0,Normal transaction in health
shopping,12115.04,0.49,23,1,0,Normal transaction in shopping
shopping,1395.97,1.39,26,1,0,Normal transaction in shopping
transport,2176.59,0.9,21,1,0,Normal transaction in transport
rent,156774.85,5.55,19,1,1,Unusual high spike in rent
other,496.97,0.89,8,1,0,Normal transaction in other
entertainment,16401.22,6.53,4,1,1,Unusual high spike in entertainment
food,2166.18,1.43,1,0,0,Normal transaction in food
education,16933.07,0.9,2,0,0,Normal transaction in education
rent,11706.76,0.24,1,1,0,Normal transaction in rent
rent,25152.52,0.75,7,0,0,Normal transaction in rent
education,8567.45,1.27,8,0,0,Normal transaction in education
entertainment,1267.04,1.58,23,0,0,Normal transaction in entertainment
food,579.03,0.62,23,1,0,Normal transaction in food
entertainment,2992.08,0.89,27,0,0,Normal transaction in entertainment
